employee_id,week_number,burnout_label,tasks_planned,tasks_completed,completion_rate,rework_count,focus_sessions,avg_focus_duration,context_switches,idle_time_mins,work_hours_per_day,after_hours_logins,breaks_taken,weekend_work_days,error_rate,submission_delays,revision_requests,mental_fatigue_score
E034,3,Low,8,7,0.948,0,5,101.8,4,8.9,7.8,1,4,0,0.021,1,0,2.4
E034,4,Low,17,15,0.927,0,6,99.0,4,30.7,8.5,1,5,0,0.033,1,1,1.1
E034,5,Low,10,8,0.858,0,5,87.8,3,37.1,8.3,1,4,0,0.076,0,1,2.8
E034,6,Low,8,7,0.922,0,5,109.0,2,26.5,8.4,1,4,0,0.039,1,0,2.3
E034,7,Medium,13,8,0.652,1,4,56.1,12,98.4,11.9,4,1,1,0.201,3,3,4.5
E034,8,Medium,9,7,0.809,1,4,40.6,6,73.0,9.6,2,2,0,0.195,2,3,5.2
E034,9,Medium,13,9,0.715,0,2,32.7,7,85.2,11.2,2,2,0,0.109,2,2,5.7
E034,10,Medium,15,9,0.659,2,3,36.1,10,59.6,10.0,4,1,1,0.245,2,4,4.5
E034,11,Medium,17,13,0.791,2,2,56.8,7,61.1,9.4,3,2,0,0.214,2,2,4.2
E034,12,High,11,3,0.363,1,2,16.6,19,146.3,12.5,6,1,2,0.415,5,8,9.0
E034,13,High,13,7,0.589,2,2,16.0,14,125.1,13.8,5,1,1,0.292,5,7,7.5
E034,14,High,8,4,0.511,1,1,28.3,14,101.2,13.7,7,0,1,0.308,6,5,8.1
E034,15,High,14,7,0.557,3,1,28.2,18,132.4,13.9,6,1,1,0.477,5,7,9.5
E034,16,High,8,4,0.611,1,1,27.6,14,108.3,12.6,5,0,1,0.306,5,5,9.8
E035,1,Low,15,13,0.92,0,6,78.2,3,13.4,8.1,1,4,0,0.051,0,1,1.8
E035,2,Low,11,10,0.947,0,4,65.9,5,3.5,7.5,1,4,0,0.027,1,1,1.5
E035,3,Low,9,8,0.952,0,6,61.1,2,1.6,7.9,1,5,0,0.028,0,1,1.7
E035,4,Low,12,11,0.954,0,5,88.0,2,39.4,8.4,0,5,0,0.068,0,0,2.6
E035,5,Low,17,16,0.973,0,4,85.8,4,3.1,8.1,1,4,0,0.047,0,0,2.9
E035,6,Low,11,10,0.961,0,4,88.4,3,10.7,8.8,0,4,0,0.063,0,1,2.4
E035,7,Medium,17,13,0.769,1,2,32.9,12,54.1,11.0,4,2,1,0.126,3,2,5.2
E035,8,Medium,13,9,0.701,1,3,30.2,6,52.7,9.8,3,1,1,0.136,3,3,5.6
E035,9,Medium,17,14,0.838,3,2,58.9,13,84.1,10.6,3,2,0,0.222,2,2,4.2
E035,10,Medium,9,6,0.726,0,4,48.9,6,82.5,11.7,4,1,0,0.142,2,3,4.1
E035,11,Medium,13,9,0.696,1,2,55.3,7,43.8,10.8,4,1,0,0.213,3,4,4.3
E035,12,High,14,6,0.482,2,1,10.7,14,165.3,11.7,7,1,2,0.473,4,8,8.8
E035,13,High,15,9,0.609,2,2,12.9,21,102.3,12.6,5,0,2,0.303,6,5,8.0
E035,14,High,17,10,0.6,2,1,29.2,17,157.4,12.7,7,0,2,0.286,6,7,7.1
E035,15,High,17,7,0.448,3,1,20.4,15,160.0,13.0,5,0,1,0.433,6,8,9.4
E035,16,High,9,3,0.36,1,2,14.7,17,105.5,12.3,5,1,1,0.467,4,7,8.3
E036,1,Low,13,11,0.881,0,5,114.7,2,39.8,8.0,0,3,0,0.054,0,1,2.6
E036,2,Low,17,14,0.85,0,5,95.2,5,24.7,7.2,1,3,0,0.035,1,1,1.9
E036,3,Low,16,14,0.93,0,6,98.2,4,5.2,7.8,1,3,0,0.057,0,1,2.6
E036,4,Low,8,6,0.875,0,5,111.2,3,28.4,7.8,1,5,0,0.025,1,0,2.3
E036,5,Low,9,8,0.957,0,5,118.0,5,38.5,8.9,0,4,0,0.049,0,0,1.0
E036,6,Low,13,11,0.865,0,4,79.9,2,16.3,7.4,1,5,0,0.061,1,0,1.5
E036,7,Medium,17,11,0.658,1,4,37.0,8,62.0,9.3,4,2,1,0.101,3,4,5.7
E036,8,Medium,12,10,0.836,1,3,53.7,6,41.9,9.4,3,2,1,0.155,2,2,5.6
E036,9,Medium,9,7,0.81,0,4,42.2,13,42.2,9.2,2,1,0,0.113,3,4,5.7
E036,10,Medium,12,8,0.688,1,3,59.0,10,57.3,11.9,4,1,0,0.157,2,2,4.5
E036,11,Medium,12,10,0.837,1,4,45.1,6,40.8,10.7,4,2,0,0.19,3,2,5.9
E036,12,High,10,4,0.456,1,1,26.4,17,154.8,12.0,6,1,1,0.287,4,5,7.5
E036,13,High,11,5,0.508,1,1,11.7,16,141.5,10.3,6,0,1,0.258,5,7,8.9
E036,14,High,15,7,0.471,2,2,24.7,14,110.6,12.2,6,1,2,0.324,5,7,9.9
E036,15,High,16,5,0.327,2,2,12.6,15,101.3,12.5,7,1,2,0.424,4,7,7.8
E036,16,High,8,4,0.559,1,2,12.5,20,133.4,10.2,7,1,1,0.29,5,5,9.3
E037,1,Low,14,12,0.862,0,4,116.2,2,14.5,7.7,0,4,0,0.071,0,1,1.9
E037,2,Low,9,8,0.901,0,4,109.9,3,23.5,8.9,1,3,0,0.075,1,0,2.2
E037,3,Low,10,9,0.9,0,5,74.3,2,4.3,8.6,0,3,0,0.047,0,1,2.4
E037,4,Low,16,14,0.932,0,5,81.4,2,26.9,7.7,1,3,0,0.031,1,1,1.6
E037,5,Low,17,14,0.881,1,4,61.3,4,19.6,7.6,0,3,0,0.077,0,1,2.2
E037,6,Low,11,10,0.973,0,5,112.5,3,32.8,7.9,0,5,0,0.037,1,0,2.0
E037,7,Medium,11,7,0.666,1,2,47.5,8,62.6,11.8,3,2,1,0.237,2,4,6.0
E037,8,Medium,12,9,0.788,1,3,31.6,10,46.6,10.2,4,1,0,0.218,3,3,4.6
E037,9,Medium,15,10,0.688,1,2,46.2,7,58.8,10.9,3,2,1,0.196,3,4,4.9
E037,10,Medium,10,8,0.836,1,2,33.5,7,50.1,10.5,3,2,0,0.249,2,4,5.3
E037,11,Medium,12,7,0.66,1,3,45.2,8,41.9,11.2,4,1,0,0.2,2,3,5.5
E037,12,High,9,3,0.387,1,2,19.0,14,178.9,10.2,6,1,1,0.365,4,8,8.1
E037,13,High,8,4,0.601,1,2,21.2,17,145.7,11.3,7,0,1,0.303,6,6,9.9
E037,14,High,8,2,0.305,0,2,15.9,19,120.5,10.4,6,1,2,0.484,6,6,7.5
E037,15,High,9,5,0.613,2,2,14.2,17,148.9,10.0,5,1,1,0.413,6,8,9.8
E037,16,High,17,6,0.407,1,2,11.0,15,171.1,12.8,7,1,1,0.276,5,6,8.6
E038,1,Low,9,7,0.873,0,5,81.7,5,7.6,7.7,1,5,0,0.058,1,1,3.0
E038,2,Low,15,13,0.903,1,4,94.7,5,0.2,8.0,0,4,0,0.078,0,1,1.7
E038,3,Low,17,16,0.98,1,6,99.9,4,3.8,8.1,1,3,0,0.065,1,0,1.3
E038,4,Low,12,10,0.852,0,5,65.2,4,35.7,7.6,0,4,0,0.044,0,0,2.2
E038,5,Low,13,12,0.951,0,5,72.9,3,18.9,8.0,0,3,0,0.048,1,1,1.1
E038,6,Low,8,6,0.865,0,4,116.5,3,37.1,7.1,0,4,0,0.055,0,1,1.5
E038,7,Medium,17,13,0.81,1,4,54.8,8,70.5,9.2,2,2,1,0.121,2,3,5.1
E038,8,Medium,13,9,0.736,1,4,41.7,12,83.1,12.0,3,1,0,0.153,2,3,5.4
E038,9,Medium,8,6,0.799,0,4,44.6,6,49.8,10.7,2,1,1,0.155,3,4,5.6
E038,10,Medium,15,12,0.819,2,3,50.1,13,59.0,10.0,2,1,0,0.187,2,2,4.1
E038,11,Medium,8,6,0.784,0,2,46.4,6,65.6,10.3,2,1,0,0.161,3,3,4.1
E038,12,High,11,6,0.633,2,2,20.8,20,133.7,10.4,5,1,2,0.365,5,8,7.7
E038,13,High,14,7,0.521,2,1,26.1,17,105.8,11.1,7,1,1,0.317,6,7,8.6
E038,14,High,9,5,0.564,1,2,29.4,21,176.4,13.7,5,0,1,0.266,4,6,8.4
E038,15,High,14,6,0.498,2,1,22.6,21,140.3,13.3,5,0,1,0.484,5,7,8.6
E038,16,High,10,5,0.552,1,1,29.0,15,171.2,12.4,7,0,1,0.312,6,7,8.9
E039,1,Low,15,14,0.999,0,6,76.8,3,17.1,8.3,1,5,0,0.058,0,1,1.9
E039,2,Low,13,11,0.916,0,5,86.4,5,35.3,7.4,1,3,0,0.06,1,1,1.0
E039,3,Low,16,14,0.927,0,4,104.9,4,14.1,8.7,0,5,0,0.032,1,1,1.8
E039,4,Low,15,14,0.96,0,6,90.3,3,35.5,7.3,1,4,0,0.055,0,1,2.5
E039,5,Low,16,15,0.968,0,5,95.4,3,29.4,7.5,0,3,0,0.066,0,1,2.1
E039,6,Low,13,12,0.993,0,4,91.8,3,28.5,7.5,1,5,0,0.032,0,1,3.0
E039,7,Medium,10,7,0.742,1,4,38.6,9,90.5,12.0,2,2,1,0.175,3,4,4.1
E039,8,Medium,8,5,0.694,1,3,59.5,13,81.2,11.8,3,1,1,0.205,2,4,4.1
E039,9,Medium,15,11,0.796,2,4,36.6,8,78.9,11.9,3,1,1,0.213,2,3,5.5
E039,10,Medium,17,12,0.763,2,3,40.8,13,40.6,9.6,3,2,1,0.226,3,2,4.6
E039,11,Medium,8,6,0.784,0,4,36.5,9,66.6,11.7,4,1,0,0.133,2,2,4.4
E039,12,High,8,5,0.634,1,2,10.2,17,152.7,11.1,5,0,1,0.337,4,7,7.6
E039,13,High,9,5,0.587,1,1,11.8,18,118.6,13.4,6,0,1,0.384,5,7,8.9
E039,14,High,15,9,0.626,4,1,11.3,14,158.4,12.9,7,1,2,0.46,5,5,9.7
E039,15,High,12,4,0.411,1,2,11.5,20,169.4,12.0,7,0,2,0.402,5,6,9.4
E039,16,High,11,4,0.414,1,2,19.9,14,155.7,12.7,6,1,2,0.361,4,5,8.6
E040,1,Low,16,14,0.894,0,6,105.7,3,11.4,8.1,1,3,0,0.037,1,0,2.2
E040,2,Low,8,7,0.911,0,5,69.3,5,32.7,7.2,1,3,0,0.04,1,0,2.1
E040,3,Low,17,14,0.862,1,4,64.7,5,33.0,7.1,0,5,0,0.073,0,1,2.5
E040,4,Low,8,7,0.95,0,5,80.4,2,2.0,7.4,0,3,0,0.047,1,0,1.8
E040,5,Low,16,15,0.962,0,6,67.1,5,30.8,8.8,1,3,0,0.053,0,1,1.4
E040,6,Low,13,12,0.928,0,5,75.5,5,21.5,8.9,0,5,0,0.072,1,0,1.5
E040,7,Medium,8,6,0.778,1,3,51.9,13,75.4,10.3,4,2,1,0.179,3,3,5.6
E040,8,Medium,17,13,0.805,1,3,54.2,8,60.7,11.2,4,1,1,0.121,2,2,5.0
E040,9,Medium,11,7,0.663,1,2,57.2,12,55.4,10.2,3,2,0,0.219,2,3,5.8
E040,10,Medium,14,11,0.788,1,3,50.6,7,65.9,9.6,3,2,0,0.127,3,3,5.0
E040,11,Medium,11,7,0.711,1,3,51.9,6,74.3,10.3,3,1,1,0.219,2,4,5.9
E040,12,High,9,3,0.352,1,2,15.6,21,164.6,11.0,7,0,1,0.402,4,8,9.6
E040,13,High,10,4,0.479,1,2,27.5,16,169.2,11.2,5,0,2,0.35,5,8,9.0
E040,14,High,8,2,0.325,0,1,26.1,17,154.2,13.2,6,1,2,0.415,4,6,8.1
E040,15,High,11,5,0.494,1,1,10.1,16,124.2,11.8,5,0,1,0.317,6,8,7.7
E040,16,High,8,3,0.469,1,2,24.2,17,110.4,10.1,6,0,2,0.359,6,8,7.9
E041,1,Low,11,10,0.983,0,6,109.7,2,1.4,8.2,1,4,0,0.021,0,0,2.7
E041,2,Low,8,6,0.851,0,6,116.0,5,6.2,8.3,0,3,0,0.031,0,0,1.9
E041,3,Low,12,11,0.965,0,4,94.2,2,34.1,8.5,1,3,0,0.046,0,0,3.0
E041,4,Low,8,7,0.893,0,5,91.1,4,3.5,7.0,0,5,0,0.07,0,1,3.0
E041,5,Low,11,10,0.94,0,5,63.9,3,31.7,8.8,1,3,0,0.073,1,1,1.2
E041,6,Low,14,13,0.945,1,5,96.2,4,11.5,8.5,0,5,0,0.079,1,0,1.7
E041,7,Medium,13,9,0.755,2,4,39.5,10,64.0,11.3,3,2,1,0.228,3,4,5.7
E041,8,Medium,17,11,0.674,1,2,39.5,13,55.6,9.8,4,2,0,0.115,2,3,4.1
E041,9,Medium,11,7,0.719,0,2,43.0,12,89.1,11.9,2,1,0,0.127,3,3,4.1
E041,10,Medium,13,10,0.803,1,3,33.9,9,72.1,11.8,4,1,1,0.172,3,3,6.0
E041,11,Medium,17,11,0.691,2,3,31.8,13,52.8,11.0,2,2,1,0.228,2,2,4.6
E041,12,High,10,6,0.607,2,2,17.8,19,149.5,10.6,5,1,1,0.43,5,6,8.5
E041,13,High,16,9,0.585,4,1,19.0,18,132.1,13.4,7,1,1,0.477,4,7,7.1
E041,14,High,9,5,0.609,1,2,17.4,21,172.7,13.8,6,1,1,0.3,6,5,7.9
E041,15,High,15,7,0.497,2,2,15.3,14,106.6,12.5,6,1,2,0.321,5,6,7.6
E041,16,High,10,5,0.539,2,1,25.3,14,106.0,12.1,6,1,1,0.483,5,8,8.1
E042,1,Low,9,8,0.926,0,4,90.6,2,37.2,7.8,1,3,0,0.074,1,1,1.0
E042,2,Low,16,14,0.913,0,6,100.8,5,1.5,8.3,0,5,0,0.041,1,0,2.6
E042,3,Low,15,13,0.922,0,4,64.2,5,8.0,7.4,0,4,0,0.03,1,1,2.8
E042,4,Low,17,14,0.865,0,5,116.1,5,6.9,8.7,1,5,0,0.022,0,1,2.3
E042,5,Low,13,11,0.898,0,4,90.7,3,5.2,8.9,0,3,0,0.039,0,1,2.0
E042,6,Low,9,8,0.896,0,4,112.0,2,0.2,7.1,0,3,0,0.073,1,0,2.4
E042,7,Medium,10,6,0.696,1,4,43.4,8,68.1,11.7,3,2,0,0.202,2,3,5.9
E042,8,Medium,11,7,0.711,1,3,58.6,12,92.2,10.3,4,2,1,0.154,3,4,4.9
E042,9,Medium,13,8,0.664,1,3,49.3,6,72.8,10.3,4,2,0,0.153,3,2,5.3
E042,10,Medium,8,6,0.752,0,2,55.0,7,68.4,11.6,2,1,1,0.124,3,2,5.9
E042,11,Medium,8,5,0.696,1,3,34.8,9,74.8,11.0,4,2,0,0.223,2,4,5.3
E042,12,High,14,5,0.425,1,1,17.0,18,127.7,13.3,7,1,2,0.302,6,5,9.4
E042,13,High,10,5,0.506,2,1,20.1,18,102.9,13.6,7,0,2,0.437,5,8,9.5
E042,14,High,16,9,0.57,2,2,18.0,20,103.2,13.9,5,1,2,0.252,4,6,7.8
E042,15,High,9,4,0.454,1,1,26.7,15,179.7,10.6,7,1,1,0.446,4,7,8.9
E042,16,High,16,9,0.617,4,1,23.8,21,101.6,10.8,5,0,2,0.457,4,7,8.4
E043,1,Low,15,13,0.924,0,5,113.3,3,9.9,8.8,1,3,0,0.077,1,0,2.4
E043,2,Low,12,11,0.918,0,6,62.1,3,9.7,8.8,0,3,0,0.021,0,1,2.9
E043,3,Low,9,8,0.926,0,4,63.5,4,25.5,8.1,0,5,0,0.04,1,1,1.9
E043,4,Low,17,16,0.947,1,4,99.2,4,11.3,7.1,0,3,0,0.075,1,0,1.3
E043,5,Low,14,13,0.939,1,5,110.3,4,9.5,8.8,1,3,0,0.08,0,1,1.4
E043,6,Low,15,12,0.854,0,5,91.7,2,16.6,8.4,0,5,0,0.044,0,0,2.0
E043,7,Medium,8,5,0.709,0,4,32.0,7,82.1,9.3,2,1,1,0.18,3,4,4.8
E043,8,Medium,16,10,0.663,1,2,44.4,7,96.7,9.8,3,2,1,0.179,2,3,5.5
E043,9,Medium,15,10,0.688,1,4,50.1,10,86.5,11.0,2,2,0,0.14,3,2,5.4
E043,10,Medium,13,10,0.819,2,3,43.3,6,58.4,11.0,4,1,1,0.223,2,3,5.0
E043,11,Medium,17,12,0.71,2,2,52.1,11,64.7,10.9,4,1,0,0.192,2,4,4.9
E043,12,High,11,4,0.382,1,1,26.4,16,130.3,13.0,7,1,2,0.49,5,8,8.4
E043,13,High,13,6,0.47,2,1,29.6,18,162.4,13.1,6,0,1,0.368,5,5,7.4
E043,14,High,13,6,0.506,1,1,12.3,15,140.4,10.7,7,0,1,0.316,4,7,8.4
E043,15,High,11,6,0.622,2,2,22.7,20,141.5,10.5,5,0,2,0.373,6,7,9.3
E043,16,High,14,7,0.57,1,2,28.1,20,121.4,12.0,6,0,2,0.276,4,5,7.3
E044,1,Low,9,8,0.987,0,4,118.4,2,5.3,7.6,1,3,0,0.072,1,0,2.9
E044,2,Low,9,8,0.934,0,4,86.5,5,11.4,8.8,1,3,0,0.057,0,1,2.3
E044,3,Low,16,15,0.973,1,6,96.0,5,11.4,7.1,0,5,0,0.072,1,0,2.6
E044,4,Low,13,12,0.987,0,5,115.8,4,12.8,8.1,1,5,0,0.079,0,0,2.6
E044,5,Low,17,16,0.973,0,5,60.0,5,29.8,7.2,0,4,0,0.047,1,0,2.8
E044,6,Low,13,12,0.995,0,5,68.8,3,17.2,8.8,1,3,0,0.026,0,0,2.2
E044,7,Medium,15,9,0.66,1,2,34.2,6,71.6,11.5,2,1,1,0.143,2,2,4.7
E044,8,Medium,8,5,0.665,0,2,31.9,6,49.6,11.9,2,1,1,0.152,3,3,5.6
E044,9,Medium,8,5,0.732,1,2,56.6,9,44.3,9.8,4,1,1,0.218,3,2,5.9
E044,10,Medium,16,11,0.708,1,4,30.2,13,99.4,9.1,3,2,0,0.148,2,3,4.5
E044,11,Medium,10,7,0.727,1,4,32.0,8,84.6,11.0,4,1,1,0.186,3,2,4.4
E044,12,High,8,3,0.476,0,2,29.9,21,104.0,11.1,7,0,1,0.286,5,6,8.0
E044,13,High,12,5,0.474,2,2,12.5,19,137.7,12.8,7,0,1,0.411,6,8,7.5
E044,14,High,15,5,0.357,1,2,23.6,14,175.7,10.8,6,0,2,0.317,6,5,7.6
E044,15,High,8,3,0.427,0,1,27.1,16,115.1,13.6,6,1,2,0.325,5,6,7.9
E044,16,High,9,2,0.327,0,1,17.3,18,147.1,10.4,5,1,2,0.444,4,7,8.7
E045,1,Low,12,10,0.899,0,4,113.7,4,11.5,7.8,1,5,0,0.021,1,1,2.1
E045,2,Low,12,10,0.859,0,6,67.7,3,27.4,7.5,1,3,0,0.061,0,1,1.8
E045,3,Low,10,9,0.938,0,6,100.2,3,13.3,7.1,0,4,0,0.046,0,1,2.0
E045,4,Low,10,9,0.923,0,5,111.8,4,7.3,7.2,1,5,0,0.061,1,1,1.8
E045,5,Low,8,7,0.933,0,6,66.0,4,2.2,8.8,0,4,0,0.033,1,0,1.9
E045,6,Low,13,12,0.985,0,4,111.6,2,11.2,7.3,1,4,0,0.025,1,1,2.3
E045,7,Medium,16,12,0.797,1,4,46.7,12,50.1,11.5,4,1,1,0.166,2,3,5.2
E045,8,Medium,8,5,0.668,0,4,48.2,6,97.6,10.0,3,1,1,0.155,2,4,4.7
E045,9,Medium,8,5,0.723,0,2,55.0,8,76.9,10.0,2,1,1,0.146,2,2,5.2
E045,10,Medium,8,5,0.744,1,3,34.2,6,92.3,10.3,3,2,1,0.209,2,4,5.4
E045,11,Medium,12,9,0.817,1,2,58.7,10,88.4,9.3,3,1,0,0.126,3,3,4.4
E045,12,High,8,2,0.325,0,1,27.3,18,153.5,12.2,6,0,1,0.319,5,6,7.7
E045,13,High,11,4,0.441,1,2,27.7,14,174.4,13.3,5,0,1,0.49,5,7,8.5
E045,14,High,8,3,0.487,1,1,25.7,16,126.0,12.9,6,0,2,0.432,5,5,8.8
E045,15,High,15,5,0.393,1,1,22.8,20,121.8,11.5,5,0,2,0.375,4,7,7.6
E045,16,High,11,4,0.438,1,1,15.8,14,104.9,12.4,6,0,2,0.49,4,8,7.7
E046,1,Low,11,10,0.974,0,6,66.3,3,16.4,8.3,1,3,0,0.058,0,0,1.4
E046,2,Low,16,14,0.929,0,5,109.3,3,26.6,7.2,0,5,0,0.05,1,0,2.8
E046,3,Low,11,10,0.973,0,5,65.6,5,21.7,7.3,1,4,0,0.033,1,0,2.0
E046,4,Low,8,7,0.96,0,6,83.7,2,27.0,8.4,1,3,0,0.043,1,1,2.6
E046,5,Low,16,13,0.861,1,5,116.6,2,29.0,8.8,1,3,0,0.079,0,1,1.0
E046,6,Low,13,12,0.96,0,6,100.1,3,31.5,7.6,0,4,0,0.07,0,1,2.5
E046,7,Medium,16,12,0.803,2,3,39.4,12,93.3,11.5,3,1,1,0.167,3,2,5.9
E046,8,Medium,11,7,0.686,0,2,32.8,8,81.4,10.5,3,2,1,0.122,3,3,4.2
E046,9,Medium,16,10,0.658,1,3,56.6,10,80.0,9.1,3,2,0,0.119,2,3,5.8
E046,10,Medium,13,9,0.733,1,2,34.9,13,78.4,9.4,2,1,1,0.189,3,3,4.3
E046,11,Medium,8,6,0.758,1,4,54.2,9,83.0,11.0,2,1,0,0.227,2,4,5.6
E046,12,High,9,3,0.408,1,2,15.5,21,158.1,13.3,5,0,1,0.442,4,7,9.6
E046,13,High,14,6,0.476,1,2,28.7,14,177.2,10.3,7,1,1,0.293,6,7,8.4
E046,14,High,10,3,0.393,1,1,16.2,19,157.5,12.3,5,0,1,0.471,6,7,7.4
E046,15,High,13,7,0.587,2,2,16.9,17,156.9,10.4,6,0,1,0.339,6,8,8.0
E046,16,High,17,9,0.559,2,1,10.3,14,102.7,11.5,6,1,2,0.268,4,7,7.7
E047,1,Low,14,12,0.871,0,4,119.1,3,16.3,7.4,1,4,0,0.054,1,1,1.1
E047,2,Low,12,10,0.914,0,6,87.8,5,21.1,7.3,1,3,0,0.069,1,0,2.3
E047,3,Low,9,8,0.927,0,6,99.9,3,6.5,8.3,1,4,0,0.068,0,1,1.8
E047,4,Low,13,11,0.876,0,4,78.2,2,5.1,7.9,1,3,0,0.073,1,0,2.1
E047,5,Low,9,8,0.994,0,5,113.5,5,0.6,7.2,0,5,0,0.076,0,0,3.0
E047,6,Low,14,12,0.892,0,6,110.4,2,28.8,8.0,0,4,0,0.035,1,0,1.7
E047,7,Medium,14,11,0.792,2,2,54.1,8,66.2,11.8,3,2,1,0.232,3,4,5.9
E047,8,Medium,13,9,0.715,1,3,45.0,10,74.9,10.6,2,2,1,0.198,3,2,4.0
E047,9,Medium,9,7,0.813,1,2,37.0,11,56.2,11.4,2,1,1,0.147,3,2,4.2
E047,10,Medium,9,6,0.699,0,4,37.2,12,43.4,9.3,2,1,1,0.154,2,3,5.9
E047,11,Medium,11,7,0.722,1,4,51.5,11,67.1,11.6,4,1,0,0.166,3,2,4.8
E047,12,High,10,4,0.441,1,2,10.7,18,112.7,11.8,5,1,2,0.46,5,6,8.2
E047,13,High,17,7,0.449,1,1,12.6,21,165.7,12.5,7,1,2,0.258,4,8,7.4
E047,14,High,17,9,0.537,2,1,26.7,16,139.7,11.7,7,0,2,0.284,6,7,7.2
E047,15,High,14,4,0.303,1,2,18.0,17,177.9,10.8,6,1,1,0.324,5,8,9.3
E047,16,High,8,4,0.62,1,1,22.2,20,143.5,12.6,6,1,1,0.261,5,6,8.4
E048,1,Low,14,12,0.927,0,6,66.3,3,29.3,7.8,1,5,0,0.049,1,1,2.7
E048,2,Low,10,8,0.861,0,4,89.4,5,35.9,9.0,1,5,0,0.045,0,1,1.6
E048,3,Low,13,11,0.89,0,4,88.7,2,39.7,7.3,0,5,0,0.044,0,1,2.8
E048,4,Low,14,13,0.96,0,6,63.0,2,24.4,8.5,1,5,0,0.048,0,1,1.2
E048,5,Low,11,10,0.957,0,5,64.8,4,12.6,8.3,1,5,0,0.058,1,0,1.2
E048,6,Low,14,13,0.965,0,4,118.6,4,10.5,7.2,0,3,0,0.055,1,0,2.0
E048,7,Medium,11,8,0.757,1,3,57.0,6,48.7,11.7,2,2,1,0.209,2,4,4.6
E048,8,Medium,11,7,0.683,1,3,48.1,13,87.1,11.5,3,1,1,0.25,2,3,5.5
E048,9,Medium,10,7,0.71,1,4,44.1,10,47.7,9.1,3,2,0,0.163,3,2,6.0
E048,10,Medium,10,6,0.699,1,4,57.2,8,94.9,10.1,2,1,0,0.21,2,3,4.4
E048,11,Medium,16,12,0.781,2,3,39.7,10,67.2,11.4,2,1,0,0.203,2,4,4.6
E048,12,High,16,10,0.627,4,1,14.2,17,123.4,12.8,5,1,2,0.422,4,5,9.8
E048,13,High,13,5,0.438,1,2,25.1,18,107.4,12.7,6,0,2,0.362,4,8,7.7
E048,14,High,10,4,0.437,1,2,19.5,20,121.8,12.9,6,1,1,0.46,5,5,8.4
E048,15,High,10,4,0.438,1,1,10.2,18,142.0,13.2,6,0,2,0.448,4,7,9.6
E048,16,High,10,3,0.392,1,1,26.2,16,177.8,13.9,6,1,2,0.426,4,6,9.4
E049,1,Low,11,10,0.921,0,6,86.3,4,7.0,8.9,1,5,0,0.068,0,0,1.7
E049,2,Low,14,13,0.946,0,5,93.1,4,4.9,7.9,0,5,0,0.076,1,0,1.0
E049,3,Low,9,8,0.9,0,4,72.6,4,17.4,7.8,1,4,0,0.061,0,0,1.5
E049,4,Low,10,9,0.96,0,5,82.2,2,38.1,7.7,1,3,0,0.064,0,1,1.9
E049,5,Low,10,9,0.993,0,6,111.0,5,35.4,8.7,1,4,0,0.054,1,0,1.6
E049,6,Low,17,14,0.862,0,4,104.9,4,23.4,8.6,1,4,0,0.043,0,1,2.8
E049,7,Medium,16,11,0.688,2,3,35.9,7,86.2,10.5,3,1,1,0.2,3,4,5.5
E049,8,Medium,17,11,0.696,1,3,45.9,7,99.4,11.0,4,1,1,0.142,3,3,4.3
E049,9,Medium,13,10,0.809,1,4,45.6,9,76.5,11.9,2,2,1,0.12,2,2,5.9
E049,10,Medium,16,11,0.727,1,3,42.5,10,78.7,10.1,2,1,1,0.117,2,4,4.6
E049,11,Medium,12,8,0.696,1,3,54.7,13,93.7,9.3,4,2,0,0.207,3,3,4.8
E049,12,High,11,5,0.463,2,1,18.4,14,175.0,10.4,6,0,1,0.421,6,5,7.6
E049,13,High,14,7,0.521,3,2,19.7,20,152.7,13.6,5,1,1,0.433,4,8,7.3
E049,14,High,8,3,0.4,1,1,11.4,18,127.2,14.0,7,0,1,0.334,5,7,9.6
E049,15,High,10,5,0.536,1,2,14.1,14,128.1,13.0,5,0,2,0.394,6,8,7.6
E049,16,High,15,9,0.617,2,1,17.5,18,161.7,11.7,5,0,1,0.326,5,8,7.5
E050,1,Low,13,12,0.989,0,4,93.5,2,14.7,7.2,0,4,0,0.079,0,1,2.9
E050,2,Low,15,13,0.874,0,4,113.9,2,6.7,8.2,0,5,0,0.066,0,1,1.0
E050,3,Low,8,7,0.918,0,4,79.5,5,3.9,8.1,0,4,0,0.068,1,1,1.3
E050,4,Low,9,8,0.899,0,5,84.7,3,27.4,7.7,0,3,0,0.022,0,1,2.6
E050,5,Low,10,8,0.881,0,4,119.8,5,10.1,9.0,0,3,0,0.025,0,0,2.5
E050,6,Low,16,13,0.852,0,6,96.3,2,24.5,8.4,1,4,0,0.026,0,0,2.2
E050,7,Medium,9,6,0.773,1,3,45.3,12,48.5,10.8,3,1,1,0.246,3,4,4.7
E050,8,Medium,17,13,0.801,2,2,43.2,7,80.3,11.7,2,2,1,0.204,3,2,5.0
E050,9,Medium,13,9,0.767,1,3,30.9,6,41.2,10.4,3,2,1,0.132,3,2,4.4
E050,10,Medium,16,13,0.839,3,4,53.8,12,68.6,9.8,2,2,1,0.242,3,4,4.8
E050,11,Medium,12,9,0.792,0,4,44.8,12,51.1,10.0,2,2,0,0.11,2,2,4.3
E050,12,High,16,9,0.594,3,1,12.2,19,149.6,13.2,5,1,2,0.35,6,5,8.4
